Hovedkategori,Aktivitetskode,MET-værdi,Aktivitetsbeskrivelse (Dansk)
Erhvervsarbejde,11560,5,"Skovle (mindre end 4,5 kg/min), moderat indsats"
Erhvervsarbejde,11570,6.5,"Skovle (4,5 - 7 kg/min), hård indsats"
Erhvervsarbejde,11580,1.5,"Siddende arbejde, let indsats (f.eks. kontor, laborant, urmager, læse)"
Erhvervsarbejde,11582,1.3,"Siddende, computerarbejde"
Erhvervsarbejde,11583,1.3,"Stående arbejdsstation, taste/computerarbejde"
Erhvervsarbejde,11585,1.3,"Siddende møder, let indsats, generelt, evt. med tale (f.eks. forretningsfrokost)"
Erhvervsarbejde,11590,2.5,"Siddende arbejde, moderat indsats (f.eks. trække i tunge håndtag, køre truck/kran)"
Erhvervsarbejde,11593,2.8,"Siddende, undervise i udstrækning/yoga, lette hold"
Erhvervsarbejde,11615,4.5,"Stående, moderat indsats, kontinuerlige løft (4,5 - 9 kg), begrænset gang/hvile"
Erhvervsarbejde,11620,3.8,"Stående, moderat indsats, løft (22 kg) i intervaller, binde/sno reb"
Erhvervsarbejde,11630,4.5,"Stående, moderat/tungt arbejde (f.eks. løft over 22 kg, murer, maler)"
Erhvervsarbejde,11650,2.3,"Patientpleje, sundhedsfagligt arbejde"
Erhvervsarbejde,11660,3.5,"Patientpleje, rengøring/klargøring af stue"
Erhvervsarbejde,11708,5.3,"Stålværk, moderat indsats (f.eks. smedning, vippe forme)"
Erhvervsarbejde,11710,8.3,"Stålværk, hård indsats (f.eks. fjerne slagger, passe ovn)"
Erhvervsarbejde,11720,2.3,"Skrædderi, klippe stof"
Erhvervsarbejde,11730,2.5,"Skrædderi, generelt"
Erhvervsarbejde,11740,1.8,"Skrædderi, håndsyning"
Erhvervsarbejde,11750,2.5,"Skrædderi, maskinsyning"
Erhvervsarbejde,11760,3.5,"Skrædderi, strygning/presning"
Erhvervsarbejde,11763,2,"Skrædderi/vævning, let indsats (f.eks. vask, farvning, inspektion)"
Erhvervsarbejde,11766,6.5,"Lastbilchauffør, læsse af/på, spænde last fast, stående/gående med tunge løft"
Erhvervsarbejde,11767,2,"Chauffør (varevogn, taxa, bus)"
Erhvervsarbejde,11770,1.3,Tastaturarbejde (computer/skrivemaskine)
Erhvervsarbejde,11780,6.3,Brug af tunge el-værktøjer/trykluft (f.eks. trykluftbor)
Erhvervsarbejde,11790,7.8,"Brug af tungt håndværktøj (skovl, hakke, spade)"
Erhvervsarbejde,11791,2,"Gående på jobbet, under 3,2 km/t, meget langsomt i kontor/laboratorium"
Erhvervsarbejde,11792,3.8,"Gående på jobbet, 4,5-5,5 km/t, moderat tempo, uden at bære noget"
Erhvervsarbejde,11793,4.8,"Gående på jobbet, 5,6-6,3 km/t, rask tempo, uden at bære noget"
Erhvervsarbejde,11795,3.5,"Gående på jobbet, 4 km/t, langsomt tempo, bære lette genstande (under 11 kg)"
Erhvervsarbejde,11796,3,"Gående, samle ting sammen på jobbet, gøre klar til at gå"
Erhvervsarbejde,11797,3.8,"Gående, 4 km/t, bære tunge genstande (over 11 kg)"
Erhvervsarbejde,11800,4.5,"Gående, 4,8 km/t, bære lette genstande (under 11 kg)"
Erhvervsarbejde,11805,3.8,"Gående, skubbe kørestol"
Erhvervsarbejde,11810,4.5,"Gående, 5,6 km/t, rask tempo, bære genstande (under 11 kg)"
Erhvervsarbejde,11820,4,"Gående/gå ned ad trapper/stående, bære 11-22 kg"
Erhvervsarbejde,11830,5.5,"Gående/gå ned ad trapper/stående, bære 23-33 kg"
Erhvervsarbejde,11840,7,"Gående/gå ned ad trapper/stående, bære 34-45 kg"
Erhvervsarbejde,11850,7.3,"Gående/gå ned ad trapper/stående, bære over 45 kg"
Erhvervsarbejde,11860,2.3,"Lager/fragtcentral, læsse kasser af og på"
Erhvervsarbejde,11862,4.3,"Lager/fragtcentral, flytte kasser (~5 kg)"
Erhvervsarbejde,11870,3,"Teaterarbejde, skuespiller eller scenetekniker"
Erhvervsarbejde,11880,3.5,"Soldater, militærmarch, uden oppakning, 2,4 - 4 km/t"
Erhvervsarbejde,11882,4,"Soldater, militærmarch, 10-30 kg oppakning, 2,4 - 4 km/t"
Erhvervsarbejde,11884,5,"Militærmarch (Airborne Shuffle), 20-30 kg oppakning, 4 - 5,6 km/t"
Erhvervsarbejde,11886,6.3,"Soldater, militærmarch i varierende terræn, 25-40 kg oppakning"
Erhvervsarbejde,11887,6,"Soldater, gående, 4,5 km/t, 5% stigning, op til 21,5 kg oppakning"
Erhvervsarbejde,11888,8.5,"Soldater, gående, 4,5 km/t, 10% stigning, op til 21,5 kg oppakning"
Erhvervsarbejde,11889,11,"Soldater, gående, 4,5 km/t, 15% stigning, op til 21,5 kg oppakning"
Erhvervsarbejde,11892,6,"Militæraktivitet, klargøring i felten, grave forsvarsstillinger"
Løb,12010,6,Kombineret gå-/joggetur (jogging-sekvenser under 10 minutter)
Løb,12020,7.5,"Jogging, generelt, selvvalgt tempo"
Løb,12025,4.8,Jogging på stedet
Løb,12026,3.3,"Jogging, 4 - 6 km/t"
Løb,12027,4.5,Jogging på minitrampolin
Løb,12028,6.5,"Løb, 6,4 - 6,8 km/t (8 min/km)"
Løb,12029,7.8,"Løb, 6,9 - 7,7 km/t (8 - 7:45 min/km)"
Løb,12030,8.5,"Løb, 8 - 8,4 km/t (7:30 min/km)"
Løb,12045,9,"Løb, 8,8 - 9,3 km/t"
Løb,12050,9.3,"Løb, 9,7 - 10,1 km/t (6:15 min/km)"
Løb,12060,10.5,"Løb, 10,8 km/t (5:35 min/km)"
Løb,12070,11,"Løb, 11,3 km/t (5:15 min/km)"
Løb,12080,11.8,"Løb, 12 km/t (5:00 min/km)"
Løb,12090,12,"Løb, 12,9 km/t (4:40 min/km)"
Løb,12100,12.5,"Løb, 13,8 km/t (4:20 min/km)"
Løb,12110,13,"Løb, 14,5 km/t (4:00 min/km)"
Løb,12115,14.8,"Løb, 15 - 15,5 km/t"
Løb,12120,14.8,"Løb, 16,1 km/t (3:45 min/km)"
Løb,12130,16.8,"Løb, 17,7 km/t (3:25 min/km)"
Løb,12132,18.5,"Løb, 19,3 km/t (3:05 min/km)"
Løb,12134,19.8,"Løb, 20,9 km/t (2:50 min/km)"
Løb,12135,23,"Løb, 22,5 km/t (2:40 min/km)"
Løb,12140,9.3,"Løb, terrænløb (cross country)"
Løb,12145,10.5,"Løb, selvvalgt tempo"
Løb,12150,8,Løb (Taylor-kode 200)
Løb,12170,15,"Løb på trapper, opad"
Løb,12180,10,"Løb på atletikbane, holdtræning"
Løb,12184,18,"Løb på atletikbane, 500-1500m, konkurrence"
Løb,12186,19.3,"Løb på atletikbane, 2000-3000m, konkurrence"
Løb,12190,8,"Løb, træning, skubbe kørestol eller løbevogn"
Løb,12200,13.3,"Løb, maraton"
Løb,12255,10.3,"Løb, op ad bakke, 7,2 km/t, 5% stigning"
Løb,12260,13.3,"Løb, op ad bakke, 9,7 km/t, 5% stigning"
Løb,12265,15.5,"Løb op ad bakke, 11,3 km/t, 5% stigning"
Løb,12325,17.5,"Løb op ad bakke, 8 - 9,5 km/t, 15% stigning"
Løb,12335,8.8,"Løb op ad bakke, 1 - 1,3 km/t, 30% stigning"
Løb,12337,10.3,"Løb op ad bakke, 1,3 - 1,6 km/t, 30% stigning"
Løb,12339,11.8,"Løb op ad bakke, 1,6 - 1,9 km/t, 30% stigning"
Løb,12341,13.5,"Løb op ad bakke, 1,9 - 2,2 km/t, 30-40% stigning"
Løb,12343,14.8,"Løb op ad bakke, 2,3 - 2,6 km/t, 30% stigning"
Løb,12345,16.3,"Løb op ad bakke, >2,6 km/t, 10-30% stigning"
Løb,12350,16,"Løb, bakket terræn, ±100m højdeforskel"
Løb,12352,5.8,"Løb ned ad bakke, 8 - 9,5 km/t, 10-15% hældning nedad"
Løb,12353,7.5,"Løb ned ad bakke, 9,7 - 11,1 km/t, 10-15% hældning nedad"
Løb,12355,9,"Løb ned ad bakke, 11,3 - 14,3 km/t, 10-15% hældning nedad"
Løb,12358,9.3,"Løb ned ad bakke, 9,7 - 12,7 km/t, 3-9% hældning nedad"
Løb,12361,13.8,"Løb ned ad bakke, 12,9 - 16,9 km/t, 3-9% hældning nedad"
Løb,12405,5.3,"Løb/jogging, buet løbebånd, 4,8 - 6,3 km/t"
Løb,12408,6.5,"Løb/jogging, buet løbebånd, 6,4 - 7,9 km/t"
Løb,12410,11,"Løb, buet løbebånd, 8 - 9,5 km/t"
Løb,12412,12,"Løb, buet løbebånd, 11,3 - 12,7 km/t"
Løb,12414,14,"Løb, buet løbebånd, 12,9 - 14,3 km/t"
Løb,12416,16.8,"Løb, buet løbebånd, 14,5 - 15,9 km/t"
Løb,12508,8.5,"Løb, 8 - 9,5 km/t, 1-3 kg rygsæk"
Løb,12510,9.5,"Løb, 9,7 - 11,1 km/t, 1-3 kg rygsæk"
Løb,12512,9.8,"Løb, 11,3 - 12,7 km/t, 1-3 kg rygsæk"
Løb,12514,12,"Løb, 12,9 - 14,3 km/t, 1-3 kg rygsæk"
Løb,12555,7.8,"Løb, barfodet, 5,6 - 9,5 km/t"
Løb,12560,12,"Løb, barfodet, 9,7 - 12,7 km/t"
Løb,12565,13.5,"Løb, barfodet, 12,9 - 14,3 km/t"
Løb,12585,8,"Løb med løbevogn, indendørs, 8 km/t"
Løb,12588,9,"Løb med løbevogn, indendørs, 9,7 km/t"
Løb,12593,10,"Løb med løbevogn, udendørs, 8 km/t"
Løb,12595,11.5,"Løb med løbevogn, udendørs, 9,7 km/t"
Løb,12600,11.5,"Hinke/Skipping, 8,8 - 9,7 km/t"
Løb,12620,13,"Triatlon, Løb"
Personlig pleje,13000,2.3,"Gøre sig klar til sengetid, generelt, stående"
Personlig pleje,13009,2.3,Sidde på toilet / toiletbesøg stående eller på hug
Personlig pleje,13010,1.5,"Badning, siddende"
Personlig pleje,13020,2.8,"Påklædning, afklædning, stående eller siddende"
Personlig pleje,13030,1.5,"Spise, siddende"
Personlig pleje,13035,2,"Tale og spise eller kun spise, stående"
Personlig pleje,13036,1.5,"Tage medicin, siddende eller stående"
Personlig pleje,13040,2,"Personlig pleje, vaske hænder, barbere sig, børste tænder, lægge makeup, siddende/stående"
Personlig pleje,13045,2.5,"Sætte hår, stående"
Personlig pleje,13046,1.3,"Få ordnet hår eller negle af andre, siddende"
Personlig pleje,13050,2,"Brusebad, tørre sig med håndklæde, stående"
Seksuel aktivitet,14010,5.8,"Aktiv, hård indsats"
Seksuel aktivitet,14020,3,"Generelt, moderat indsats"
Seksuel aktivitet,14030,1.8,"Passiv, let indsats, kysse, kramme"
Sport og idræt,15000,5.5,"Alaska Native Games, Eskimo Olympics, generelt"
Sport og idræt,15010,4.3,Bueskydning (ikke jagt)
Sport og idræt,15020,7,"Badminton, konkurrence (Taylor-kode 450)"
Sport og idræt,15025,9,"Badminton, konkurrence, kamp"
Sport og idræt,15030,5.5,"Badminton, hygge-single og -double, generelt"
Sport og idræt,15040,8,"Basketball, kamp (Taylor-kode 490)"
Sport og idræt,15050,6,"Basketball, uden for kamp, generelt (Taylor-kode 480)"
Sport og idræt,15055,7.5,"Basketball, generelt"
Sport og idræt,15060,7,"Basketball, dommergerning (Taylor-kode 500)"
Sport og idræt,15062,5.8,"Basketball, dommergerning"
Sport og idræt,15070,5,"Basketball, skyde på kurv"
Sport og idræt,15072,9.3,"Basketball, øvelser, træning"
Sport og idræt,15080,2.5,Billard
Sport og idræt,15090,3,Bowling (Taylor-kode 390)
Sport og idræt,15092,3.8,"Bowling, indendørs i bowlinghal"
Sport og idræt,15100,12.3,"Boksning, i ringen, generelt"
Sport og idræt,15110,5.8,"Boksning, boksesæk"
Sport og idræt,15113,7,"Boksning, boksesæk, 60 slag/min"
Sport og idræt,15115,8.5,"Boksning, boksesæk, 120 slag/min"
Sport og idræt,15118,10.8,"Boksning, boksesæk, 180 slag/min"
Sport og idræt,15120,7.8,"Boksning, sparring"
Sport og idræt,15125,9.3,"Boksning, simuleret bokserunde, træning"
Sport og idræt,15130,7,Broomball
Sport og idræt,15138,6,"Cheerleading, gymnastiske bevægelser, konkurrence"
Sport og idræt,15140,4,"Trænergerning (fodbold, basketball, svømning osv.)"
Sport og idræt,15142,8,"Trænergerning, aktiv deltagelse i sport med spillerne"
Sport og idræt,15150,4.8,"Cricket, batting, bowling, fielding"
Sport og idræt,15160,3.3,Kroket
Sport og idræt,15170,4,Curling
Sport og idræt,15180,2.5,"Dart, indendørs eller udendørs"
Sport og idræt,15190,6,"Drag racing, skubbe eller køre en bil"
Sport og idræt,15192,8.5,"Motorsport, open wheel / formel-biler"
Sport og idræt,15195,7.8,Futsal
Sport og idræt,15200,6,"Fægtning, generelt"
Sport og idræt,15203,9.8,"Fægtning, kårde, konkurrence"
Sport og idræt,15205,10.5,Floorball
Sport og idræt,15210,8,"Amerikansk fodbold, konkurrence"
Sport og idræt,15230,8,"Amerikansk fodbold, touch/flag, generelt (Taylor-kode 510)"
Sport og idræt,15232,4,"Amerikansk fodbold, touch/flag, let indsats"
Sport og idræt,15235,2.5,"Amerikansk fodbold eller baseball, kaste gris"
Sport og idræt,15240,3,"Frisbee, generelt"
Sport og idræt,15250,8,Ultimate frisbee
Sport og idræt,15252,3.8,Disc golf / frisbee golf
Sport og idræt,15255,4.5,"Golf, generelt"
Sport og idræt,15265,4.3,"Golf, gående, bære køller"
Sport og idræt,15270,3.5,"Minigolf, driving range"
Sport og idræt,15285,4.5,"Golf, gående, trække golfvogn"
Sport og idræt,15290,3.5,"Golf, køre i golfbil (Taylor-kode 070)"
Sport og idræt,15300,3.8,"Gymnastik, generelt"
Sport og idræt,15310,4,Hacky sack
Sport og idræt,15320,12,"Håndbold, generelt (Taylor-kode 520)"
Sport og idræt,15330,8,"Håndbold, hold"
Sport og idræt,15335,4,"Klatrepark / svævebane, flere elementer"
Sport og idræt,15340,3.5,Drageflyvning
Sport og idræt,15350,7.8,"Hockey, landhockey"
Sport og idræt,15360,8,"Ishockey, generelt"
Sport og idræt,15362,10,"Ishockey, konkurrence"
Sport og idræt,15370,5.5,"Ridning, generelt"
Sport og idræt,15380,4.5,"Hestepleje, vedligeholdelse, sadling"
Sport og idræt,15390,5.8,"Ridning, trav"
Sport og idræt,15395,7.3,"Ridning, galop"
Sport og idræt,15400,3.8,"Ridning, skridt"
Sport og idræt,15402,9,"Ridning, springning"
Sport og idræt,15403,6,"Ridning, reining (western)"
Sport og idræt,15406,2.1,"Ridning, simulator"
Sport og idræt,15408,1.8,"Kørsel med hestevogn, stående eller siddende"
Sport og idræt,15410,3,Hesteskokast
Sport og idræt,15420,12,Jai alai
Sport og idræt,15425,5.3,"Kampsport, forskellige typer, langsomt tempo, begyndere, træning"
Sport og idræt,15430,10.3,"Kampsport, moderat tempo (f.eks. judo, jujitsu, karate, kickboxing, taekwondo)"
Sport og idræt,15432,14.3,"Taekwondo, kampsimulering"
Sport og idræt,15433,11.3,Judo
Sport og idræt,15440,4,Jonglering
Sport og idræt,15444,6.5,"Kendo, kihon-keiko, moderat intensitet"
Sport og idræt,15445,9.6,"Kendo, kirikaeshi, høj intensitet"
Sport og idræt,15446,11.3,"Kendo, kakari keiko, meget høj intensitet"
Sport og idræt,15450,7,Kickball
Sport og idræt,15455,5.5,Kung Fu gymnastik
Sport og idræt,15457,7.3,Kickboxing
Sport og idræt,15460,8,Lacrosse
Sport og idræt,15465,3.3,"Lawn bowling, boccia, udendørs"
Sport og idræt,15470,4,"Motocross, off-road motorsport, ATV, generelt"
Sport og idræt,15475,5.3,"Motorcykelløb, Supermoto"
Sport og idræt,15477,7,Netball
Sport og idræt,15480,9,Orienteringsløb
Sport og idræt,15490,10,"Paddleball, konkurrence"
Sport og idræt,15500,6,"Paddleball, fritid, generelt (Taylor-kode 460)"
Sport og idræt,15503,1.8,"Paragliding, moderat højde"
Sport og idræt,15506,6.5,Klatring med Prusik-knude
Sport og idræt,15510,8,"Polo, til hest"
Sport og idræt,15520,10,"Racquetball, konkurrence"
Sport og idræt,15525,10.3,"Kapgang, 11,1 km/t"
Sport og idræt,15527,13.8,"Kapgang, 13,3 km/t"
Sport og idræt,15528,15.5,"Kapgang, konkurrencehastighed, 14,4 km/t"
Sport og idræt,15530,7,"Racquetball, generelt (Taylor-kode 470)"
Sport og idræt,15533,8,Klippe- eller bjergklatring (Taylor-kode 060)
Sport og idræt,15534,8.8,"Klippeklatring, bouldering"
Sport og idræt,15535,7.3,"Klippeklatring, opstigning, høj sværhedsgrad"
Sport og idræt,15536,10.5,"Klippeklatring, speedklatring, meget svær"
Sport og idræt,15537,5.8,"Klippeklatring, opstigning eller traversering, let til moderat sværhedsgrad"
Sport og idræt,15538,10.5,"Klippeklatring, klatrevæg med rullebånd (treadwall), 4-6 m/min"
Sport og idræt,15539,10.5,"Klippeklatring, klatrevæg med rullebånd, 7-10 m/min"
Sport og idræt,15540,5,"Klippeklatring, rappelling"
Sport og idræt,15542,4,"Rodeo, generelt, let indsats"
Sport og idræt,15544,5.5,"Rodeo, generelt, moderat indsats"
Sport og idræt,15546,7,"Rodeo, generelt, hård indsats"
Sport og idræt,15550,12.3,"Sjippe, højt tempo, 120-160 hop/min"
Sport og idræt,15551,11.8,"Sjippe, moderat tempo, generelt, 100-120 hop/min, samlede ben"
Sport og idræt,15552,8.3,"Sjippe, langsomt tempo, <100 hop/min, samlede ben, rytmisk hop"
Sport og idræt,15554,10,"Sjippe, double unders eller mere"
Sport og idræt,15560,8.3,"Rugby, hold, konkurrence"
Sport og idræt,15562,6.3,"Rugby, touch, fritid"
Sport og idræt,15570,3,Shuffleboard
Sport og idræt,15580,5,"Skateboarding, generelt, moderat indsats"
Sport og idræt,15582,6,"Skateboarding, konkurrence, hård indsats"
Sport og idræt,15590,7,Rulleskøjteløb (Taylor-kode 360)
Sport og idræt,15591,7.5,"Rulleskøjteløb, inliners, 14,4 km/t, fritidstempo"
Sport og idræt,15592,9.8,"Rulleskøjteløb, inliners, 17,7 km/t, moderat tempo, træning"
Sport og idræt,15593,12.3,"Rulleskøjteløb, inliners, 21,0 - 21,7 km/t, højt tempo, træning"
Sport og idræt,15594,15.5,"Rulleskøjteløb, inliners, 24,0 km/t, maksimal indsats"
Sport og idræt,15595,6.8,"Skateboard, longboard, 13,3 km/t, langsom hastighed"
Sport og idræt,15596,8.3,"Skateboard, longboard, 16,2 km/t, normal hastighed"
Sport og idræt,15597,10.5,"Skateboard, longboard, 18,4 km/t, høj hastighed"
Sport og idræt,15600,3.5,"Faldskærmsudspring, basejumping, bungyjump"
Sport og idræt,15605,9.5,"Fodbold, konkurrence"
Sport og idræt,15610,7,"Fodbold, fritid, generelt (Taylor-kode 540)"
Sport og idræt,15615,3.5,Gå-fodbold
Sport og idræt,15620,5,"Softball eller baseball, generelt, moderat indsats (Taylor-kode 440)"
Sport og idræt,15625,4,"Softball, træning"
Sport og idræt,15630,4,"Softball, dommergerning"
Sport og idræt,15640,6,"Softball, pitching"
Sport og idræt,15645,3.3,"Tilskuer til sport, meget begejstret, følelsesladet, fysisk urolig"
Sport og idræt,15650,12,Squash (Taylor-kode 530)
Sport og idræt,15652,7.3,"Squash, generelt"
Sport og idræt,15660,4,Bordtennis (Taylor-kode 410)
Sport og idræt,15670,3.3,"Tai chi, qi gong, generelt"
Sport og idræt,15672,1.5,"Tai chi, qi gong, siddende, let indsats"
Sport og idræt,15674,6,"Tai chi chuan, Yang-stil"
Sport og idræt,15675,6.8,"Tennis, generelt, moderat indsats"
Sport og idræt,15676,8,"Tennis, generelt, konkurrence"
Sport og idræt,15680,6,"Tennis, double (Taylor-kode 430)"
Sport og idræt,15685,4.5,"Tennis, double"
Sport og idræt,15690,8,"Tennis, single (Taylor-kode 420)"
Sport og idræt,15695,5,"Tennis, slå til bolde, ikke kamp, moderat indsats"
Sport og idræt,15700,6.3,"Trampolin, fritid"
Sport og idræt,15702,10.3,"Trampolin, konkurrence"
Sport og idræt,15710,4,Volleyball (Taylor-kode 400)
Sport og idræt,15711,6,"Volleyball, konkurrence, i idrætshal"
Sport og idræt,15720,3,"Volleyball, ikke-konkurrence, hold af 6-9, generelt"
Sport og idræt,15725,8,"Beachvolley, i sand"
Sport og idræt,15730,6,"Brydning, konkurrence (1 kamp = 5 minutter)"
Sport og idræt,15731,7,"Wallyball, generelt"
Sport og idræt,15732,4,"Atletik (f.eks. kuglestød, diskoskast, hammerkast)"
Sport og idræt,15733,6,"Atletik (f.eks. højdespring, længdespring, trespring, spydkast, stangspring)"
Sport og idræt,15734,10,"Atletik (f.eks. forhindringsløb, hækkeløb)"
Transport,16002,6.8,"Cykling som transport, moderat indsats"
Transport,16004,9.3,"Cykling som transport, hård indsats"
Transport,16005,6.8,Elcykel som transport
Transport,16010,2,Kørsel i bil eller varevogn (ikke lastbil)
Transport,16015,1.3,Passager i bil eller varevogn
Transport,16016,1.3,Passager i bus eller tog
Transport,16020,1.8,Flyve fly eller helikopter
Transport,16030,2.8,"Scooter, motorcykel"
Transport,16035,6.3,Trække rickshaw
Transport,16040,6,Skubbe fly ind/ud af hangar
Transport,16050,2.5,"Lastbil, traktor (≥1 ton) eller bus, kørsel"
Transport,16060,3.5,"Gang som transport, 4,5-5,1 km/t, fladt terræn, moderat tempo, fast underlag"
Gang,17010,7,Vandring med rygsæk / Backpacking (Taylor-kode 050)
Gang,17011,3.5,"Gå med dagsrygsæk, fladt terræn, i by"
Gang,17012,7.8,"Vandring/hiking med dagsrygsæk, organiseret gang med dagsrygsæk"
Gang,17016,4,"Bære 2,3 - 6,4 kg byrde (kuffert, kasser, indkøb), fladt terræn, moderat tempo"
Gang,17018,4.5,"Bære 6,8 - 70 kg byrde (kuffert, møbler), fladt terræn eller ned ad trapper, langsomt tempo"
Gang,17019,6.5,"Bære 22 - 68 kg byrde, fladt terræn, moderat tempo"
Gang,17021,2.3,"Bære ca. 4,5 kg barn, langsom gang"
Gang,17025,8.3,"Bære byrde op ad trapper, generelt"
Gang,17026,5.5,"Bære byrde, 0,5 - 6,8 kg, op ad trapper"
Gang,17027,6,"Bære byrde, 7,2 - 10,8 kg, op ad trapper"
Gang,17028,8,"Bære byrde, 11,3 - 22,2 kg, op ad trapper"
Gang,17029,10,"Bære byrde, 22,6 - 33,5 kg, op ad trapper"
Gang,17030,12,"Bære byrde, >33,5 kg, op ad trapper"
Gang,17031,3.8,"Læsse i og/eller ud af en bil, med gang"
Gang,17032,5,"Gå op ad bakker, uden byrde, 5-20% stigning, meget langsomt tempo"
Gang,17033,3.8,"Gå op ad bakker, 6,8 - 22,6 kg byrde, 1-2% stigning, langsomt tempo"
Gang,17034,5.3,"Gå op ad bakker, uden byrde, 1-5% stigning, moderat til rask tempo"
Gang,17035,7,"Gå op ad bakker, uden byrde, 6-10% stigning, moderat til rask tempo"
Gang,17036,8.8,"Gå op ad bakker, uden byrde, 11-20% stigning, langsomt til moderat tempo"
Gang,17037,10,"Gå op ad bakker, uden byrde, 6,4 - 8,0 km/t, 3-5% stigning, meget højt tempo"
Gang,17038,8.5,"Gå op ad bakker, uden byrde, stejl stigning (30%), langsomt tempo (<1,9 km/t)"
Gang,17039,15.5,"Gå op ad bakker, uden byrde, meget stejl stigning (30-40%), 1,9 - 2,9 km/t"
Gang,17040,16.3,"Gå op ad bakker, uden byrde, stejl stigning (10-40%), 2,9 - 8,0 km/t"
Gang,17045,6.5,"Gå op ad bakker, 4,5 - 9 kg byrde, 5-10% stigning, moderat tempo"
Gang,17050,7.5,"Gå op ad bakker, 9,5 - 18,1 kg byrde, 3-10% stigning, moderat til rask tempo"
Gang,17060,10,"Gå op ad bakker, >9 kg byrde, 5-20% stigning, moderat til rask tempo"
Gang,17070,3.5,Gå ned ad trapper
Gang,17076,4.5,"Bære vand, bæring på hovedet, gå på fladt underlag"
Gang,17080,6,Vandring i terræn (Taylor-kode 040)
Gang,17081,3.8,"Vandring, langsom gang/slentre gennem marker/bakker, ingen byrde"
Gang,17082,5.3,"Vandring/gang i normalt tempo gennem marker/bakker, ingen byrde"
Gang,17085,2.5,"Fuglekiggeri, gående med stop"
Gang,17088,4.5,"March, moderat hastighed, militær, uden oppakning"
Gang,17090,8,"March, rask hastighed, militær, uden oppakning"
Gang,17100,3.8,"Skubbe/trække barnevogn med barn eller gå med børn, 4,0 - 5,0 km/t"
Gang,17105,3.8,"Skubbe en kørestol, fritid"
Gang,17110,6.5,Kapgang
Gang,17130,8,"Trappegang, bruge eller klatre op ad stige (Taylor-kode 030)"
Gang,17131,6.8,"Trappegang, generelt"
Gang,17133,4.5,"Trappegang, langsomt tempo"
Gang,17134,9.3,"Trappegang, rask tempo, ét trin ad gangen"
Gang,17136,7.5,"Trappegang, to trin ad gangen"
Gang,17138,7.5,"Trappegang, gå op og ned ad trapper"
Gang,17140,4.5,"Bruge krykker, fladt terræn, generelt"
Gang,17142,7,"Bruge krykker, højt tempo"
Gang,17145,4.3,Bruge knæscooter/rollator
Gang,17150,2.3,"Gang, i hjemmet"
Gang,17151,2.3,"Gang, under 3,2 km/t, fladt terræn, slentre, meget langsomt"
Gang,17152,2.8,"Gang, 3,2 - 3,9 km/t, fladt terræn, langsomt tempo, fast underlag"
Gang,17160,3.5,Gang for fornøjelsens skyld (Taylor-kode 010)
Gang,17161,2.5,"Gang fra hus til bil/bus, fra bil/bus for at komme rundt, til/fra jobbet"
Gang,17162,2.5,Gang til nabo eller familie af sociale årsager
Gang,17165,3,Gå tur med hunden
Gang,17170,3,"Gang, 4,0 km/t, fast, fladt underlag"
Gang,17180,3.3,"Gang, 4,0 km/t, ned ad bakke"
Gang,17190,3.8,"Gang, 4,5 - 5,5 km/t, fladt terræn, moderat tempo, fast underlag"
Gang,17200,4.8,"Gang, 5,6 - 6,3 km/t, fladt terræn, rask, fast underlag, motionsgang"
Gang,17220,5.5,"Gang, 6,4 - 7,0 km/t, fladt terræn, fast underlag, meget rask tempo"
Gang,17230,7,"Gang, 7,2 - 7,9 km/t, fladt terræn, fast underlag, ekstremt rask tempo"
Gang,17231,8.5,"Gang, 8,0 - 8,9 km/t, fladt terræn, fast underlag"
Gang,17250,3.5,"Gang, for fornøjelse, i pausen på jobbet"
Gang,17255,4,"Gang, selvvalgt hastighed, indendørsbane eller udendørs på fast underlag"
Gang,17260,4.8,"Gang, på græs"
Gang,17262,4.5,"Gang, normalt tempo, på pløjemark eller sand"
Gang,17270,4,"Gang, til job eller skole (Taylor-kode 015)"
Gang,17280,2.5,"Gang, til og fra et udendørs das/toilet"
Gang,17302,4.3,"Motionsgang, 4,0 - 5,6 km/t, med stave (Nordic walking), fladt terræn, moderat tempo"
Gang,17304,5.3,"Motionsgang, 5,8 - 7,1 km/t, med stave (Nordic walking), fladt terræn, moderat tempo"
Gang,17305,8.5,"Motionsgang, 7,2 - 8,0 km/t, med stave (Nordic walking), fladt terræn, hurtigt tempo"
Gang,17310,8.8,"Motionsgang, med stave (Nordic walking), op ad bakke, moderat tempo"
Gang,17313,10.8,"Motionsgang, med stave (Nordic walking), fladt terræn, bære 9 - 15 kg byrde"
Gang,17315,12.3,"Motionsgang, med stave (Nordic walking), op ad bakke, bære 9 - 15 kg byrde"
Gang,17320,6,"Gang, baglæns, 5,6 km/t, fladt terræn"
Gang,17325,7.8,"Gang, baglæns, 5,6 km/t, op ad bakke, 5% stigning"
Gang,17330,8,"Gang, the Teabag walk (Monty Python's Ministry of Silly Walks)"
Gang,17332,3.5,"Gang, the Putey walk (Monty Python's Ministry of Silly Walks)"
Gang,17340,2.1,"Gang, løbebånd, under 1,6 km/t, 0% stigning"
Gang,17343,2.3,"Gang, løbebånd, 1,6 km/t, 0% stigning"
Gang,17346,2.8,"Gang, løbebånd, 1,9 - 3,0 km/t, 0% stigning"
